id,price,brand,model,processor,ram memory,display size,storage capacity,cpu cores,graphics card,rating,reviews,name,url,image,instock
4e55ab06d1,104444,asus,Vivobook X1502Za,5.0,8,15.6,512,6,,0.0,0,"Asus Vivobook X1502Za-Bq496W - 12Th I5 15.6 Inch,8Gb/512Gb,Intel Core I5",https://www.daraz.com.np/products/asus-vivobook-x1502za-bq496w-12th-i5-156-inch8gb512gbintel-core-i5-i127835579-s1034818108.html?search=1,https://static-01.daraz.com.np/p/e092073b10a22c87b0e70f60c53b1f06.jpg_750x750.jpg_.webp,
b3f7026dcb,263500,asus,ROG Strix,7.0,16,15.6,1024,14,4060.0,0.0,0,"Asus ROG Strix G16 G614JV Core i7 13650HX / RTX 4060 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year Warranty / ROG Bagpack / Mouse",https://www.daraz.com.np/products/asus-rog-strix-g16-g614jv-core-i7-13650hx-rtx-4060-16gb-ram-1tb-ssd-16-wuxga-165hz-display-2-year-warranty-rog-bagpack-mouse-i128132397-s1035222435.html?search=1,https://static-01.daraz.com.np/p/0969ec09135d42ce4fadd8cadc85e7ea.png_750x750.jpg_.webp,
7c96a9b8ab,118888,asus,TUF Gaming,5.0,8,15.6,512,6,2050.0,0.0,0,"ASUS TUF Gaming F15 FX506HF - (i5-11th Gen 11400H/ RTX 2050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display/ Color-Grey / Bagpack / Mouse \ Nagmani International",https://www.daraz.com.np/products/asus-tuf-gaming-f15-fx506hf-i5-11th-gen-11400h-rtx-2050-8gb-ram-512gb-ssd-156-fhd-144hz-display-color-grey-bagpack-mouse-nagmani-international-i128086789-s1035161260.html?search=1,https://static-01.daraz.com.np/p/418d98e4d8df2ff53a745e9f6548ed57.png_750x750.jpg_.webp,
3aff7f60d6,87000,acer,Aspire 5,5.0,8,15.6,512,4,,0.0,0,"Acer Aspire 5 2020 i5 11th Gen 8GB RAM 512GB SSD 15.6"" FHD Display / Backlight Keyboard",https://www.daraz.com.np/products/acer-aspire-5-2020-i5-11th-gen-8gb-ram-512gb-ssd-156-fhd-display-backlight-keyboard-i125214617-s1033991801.html?search=1,https://static-01.daraz.com.np/p/ef78f1b41da08125dc2a64a63c711ea3.jpg_750x750.jpg_.webp,
38a9cfda2d,77990,acer,Aspire 5,5.0,8,15.6,256,10,,0.0,0,"Acer Aspire 5 Core i5 13th Gen/8GB RAM/256GB SSD/15.6"" FHD/Win 11",https://www.daraz.com.np/products/acer-aspire-5-core-i5-13th-gen8gb-ram256gb-ssd156-fhdwin-11-i128058735-s1035138606.html?search=1,https://static-01.daraz.com.np/p/9b2406eb3f6461e12e27f87ec92639e4.jpg_750x750.jpg_.webp,
3dac94fe7c,107490,lenovo,Ideapad V15,2.0,4,15.6,256,2,1500.0,0.0,0,"Lenovo Ideapad V15-IGL (Intel Core Celeron - N4020 Processor | 4GB RAM | 256GB SSD | Intel UHD Graphics 600 | 15.6"" HD Display)",https://www.daraz.com.np/products/lenovo-ideapad-v15-igl-intel-core-celeron-n4020-processor-4gb-ram-256gb-ssd-intel-uhd-graphics-600-156-hd-display-i129652337-s1037531930.html?search=1,,
4b7f1fae06,244444,asus,ROG Strix,7.0,16,15.6,1024,14,4050.0,0.0,0,"Asus ROG Strix G16 2023 G614JU Core i7 13650HX / RTX 4050 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year Warranty / Bagpack / Mouse - Nagmani International",https://www.daraz.com.np/products/asus-rog-strix-g16-2023-g614ju-core-i7-13650hx-rtx-4050-16gb-ram-1tb-ssd-16-wuxga-165hz-display-2-year-warranty-bagpack-mouse-nagmani-international-i128619599-s1036276187.html?search=1,https://static-01.daraz.com.np/p/34a795bcbc1df58e6abe041f45ac6f25.png_750x750.jpg_.webp,
e6bc48b542,382000,asus,ROG Strix,9.0,16,17.3,1024,24,4070.0,0.0,0,"Asus ROG Strix G18 2023 G814JI Core i9 13980HX / RTX 4070 / 16GB RAM / 1TB SSD / 18"" WUXGA 165Hz display // Nagmani International",https://www.daraz.com.np/products/asus-rog-strix-g18-2023-g814ji-core-i9-13980hx-rtx-4070-16gb-ram-1tb-ssd-18-wuxga-165hz-display-nagmani-international-i128128886-s1035220959.html?search=1,https://static-01.daraz.com.np/p/a1faf127084040a405566bc842910986.png_750x750.jpg_.webp,
9f74587ba0,238888,asus,rog flow,9.0,16,13.3,1024,8,3050.0,0.0,0,"Asus rog flow x13 gv301qe gaming laptop (amd ryzen 9 5900hs 8-core, 16gb ram, 1tb ssd, rtx 3050 ti, 13.4"" wide uxga (1920x1200)",https://www.daraz.com.np/products/asus-rog-flow-x13-gv301qe-gaming-laptop-amd-ryzen-9-5900hs-8-core-16gb-ram-1tb-ssd-rtx-3050-ti-134-wide-uxga-1920x1200-i111821230-s1030274190.html?search=1,https://static-01.daraz.com.np/p/1b83f89f648d059e6468bf0aef46823d.png_750x750.jpg_.webp,
70c8a333f5,157000,asus,TUF F15,7.0,16,15.6,512,1,1650.0,0.0,0,"Asus TUF F15 Gaming Laptop I7 10Th Gen 8 Core / GTX 1650ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display",https://www.daraz.com.np/products/asus-tuf-f15-gaming-laptop-i7-10th-gen-8-core-gtx-1650ti-16gb-ram-512gb-ssd-156-fhd-144hz-display-i123262629-s1033489297.html?search=1,https://static-01.daraz.com.np/p/abd5c05d5ee006995966b4c9755377f2.jpg_750x750.jpg_.webp,
a431b19f91,138888,asus,Vivobook Flip,7.0,8,14.0,512,8,,0.0,0,"Asus Vivobook Flip Tn3402Qa-Lz128W - Touch - R7 - New 14 Inch,8Gb/512Gb,Ryzen 7",https://www.daraz.com.np/products/asus-vivobook-flip-tn3402qa-lz128w-touch-r7-new-14-inch8gb512gbryzen-7-i127834588-s1034809905.html?search=1,https://static-01.daraz.com.np/p/5101e0468b0677b38857a674d5782d17.jpg_750x750.jpg_.webp,
842893bddd,382000,asus,ROG Strix,9.0,16,15.6,1024,24,4070.0,0.0,0,"Asus ROG Strix G16 G614JI Core i9 13980HX / RTX 4070 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year Warranty / ROG Backpack / Mouse / Nagmani International",https://www.daraz.com.np/products/asus-rog-strix-g16-g614ji-core-i9-13980hx-rtx-4070-16gb-ram-1tb-ssd-16-wuxga-165hz-display-2-year-warranty-rog-backpack-mouse-nagmani-international-i128128503-s1035223294.html?search=1,https://static-01.daraz.com.np/p/46ccfad70f22b2a6269e0d6c9889d9d6.png_750x750.jpg_.webp,
e75b067606,85000,hp,14z Laptop,5.0,8,14.0,256,6,,0.0,0,"HP 14z Laptop Ryzen 5 8GB RAM 256GB SSD 14""",https://www.daraz.com.np/products/hp-14z-laptop-ryzen-5-8gb-ram-256gb-ssd-14-i125218251-s1033996570.html?search=1,https://static-01.daraz.com.np/p/c5d7d625fdb5a1e1d46212c17f53293e.jpg_750x750.jpg_.webp,
d08c0f2b65,238888,asus,TUF Gaming,7.0,16,15.6,1024,14,3060.0,0.0,0,"ASUS TUF Gaming F15 FX507ZM / i7 12700H / RTX 3060 6GB / 16GB RAM / 1TB SSD / 15.6"" WQHD 165Hz",https://www.daraz.com.np/products/asus-tuf-gaming-f15-fx507zm-i7-12700h-rtx-3060-6gb-16gb-ram-1tb-ssd-156-wqhd-165hz-i115778950-s1034309907.html?search=1,https://static-01.daraz.com.np/p/5b72b456b73afe57a4f6f906ad83c279.png_750x750.jpg_.webp,
9355713399,136667,asus,TUF Gaming,7.0,8,15.6,512,8,2050.0,0.0,0,"ASUS TUF Gaming A15 - FA507RF - 15.6-inch FHD 144Hz, AMD Ryzen 7 6800H, RTX 2050 , 8GB DDR5 RAM, 512 GB NVMe SSD/Windows 11/ Bagpack/ Mouse \ Nagmani International",https://www.daraz.com.np/products/asus-tuf-gaming-a15-fa507rf-156-inch-fhd-144hz-amd-ryzen-7-6800h-rtx-2050-8gb-ddr5-ram-512-gb-nvme-ssdwindows-11-bagpack-mouse-nagmani-international-i128088002-s1035164043.html?search=1,https://static-01.daraz.com.np/p/cde0373c8bf156021143a1335af7bb93.png_750x750.jpg_.webp,
c67244e8a9,64999,chiwi,MiniBook X,2.0,12,10.5,512,2,,0.0,0,"CHIWI MiniBook X N100 Operating System Windows 11 Home Finish Space Gray Display 10.51 inch, 1920 x 1200, 16:10 IPS",https://www.daraz.com.np/products/chiwi-minibook-x-n100-operating-system-windows-11-home-finish-space-gray-display-1051-inch-1920-x-1200-1610-ips-i131289454-s1038235307.html?search=1,https://static-01.daraz.com.np/p/fd4904f7d1a70a84e1c155913ac75846.jpg_750x750.jpg_.webp,
d561311607,65000,dell,Latitude 7490,5.0,8,14.0,256,4,1500.0,0.0,0,Dell Latitude 7490 Core I5 7th Gen 8 GB RAM 256 GB SSD Windows 10,https://www.daraz.com.np/products/dell-latitude-7490-core-i5-7th-gen-8-gb-ram-256-gb-ssd-windows-10-i127910088-s1037340349.html?search=1,https://static-01.daraz.com.np/p/69f189d976a19babc92f1e9c87c91a62.jpg_750x750.jpg_.webp,
f771ca4687,109990,hp,15S Intel,5.0,8,15.6,512,6,,0.0,0,HP 15S Intel Core i5 12th Gen – 8GB DDR4 RAM – 512GB NVMe SSD – Iris Xe Integrated Graphics – Backlit Keyboard – 15.6″ FHD Display,https://www.daraz.com.np/products/hp-15s-intel-core-i5-12th-gen-8gb-ddr4-ram-512gb-nvme-ssd-iris-xe-integrated-graphics-backlit-keyboard-156-fhd-display-i129652791-s1037941721.html?search=1,,
0c71db88f3,157777,asus,TUF Gaming,5.0,8,15.6,512,6,3060.0,0.0,0,"ASUS TUF Gaming F15-FX506HM / i5 11th Gen 11400H /Nvidia Rtx 3060 6GB / 8GB RAM / 512GB SSD / 15.6"" IPS 144Hz",https://www.daraz.com.np/products/asus-tuf-gaming-f15-fx506hm-i5-11th-gen-11400h-nvidia-rtx-3060-6gb-8gb-ram-512gb-ssd-156-ips-144hz-i122816099-s1033386612.html?search=1,https://static-01.daraz.com.np/p/1d6efb5451fa21eeb5f139f3e5bd5eaf.png_750x750.jpg_.webp,
361db8aff7,66000,acer,Aspire 5,3.0,8,15.6,256,2,1500.0,0.0,0,Acer Aspire 5 i3 11th Gen 8gb Ram 256gb Ssd,https://www.daraz.com.np/products/acer-aspire-5-i3-11th-gen-8gb-ram-256gb-ssd-i128490141-s1035976859.html?search=1,https://static-01.daraz.com.np/p/6e4bc33f2f080e5e81c765e59d07e84f.jpg_750x750.jpg_.webp,
27410897f2,235000,apple,MacBook Air,7.0,16,13.6,512,8,2800.0,0.0,0,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 10C GPU, 16GB RAM, 512GB SSD - EvoStore",https://www.daraz.com.np/products/apple-macbook-air-136-inch-m2-2022-apple-m2-chip-with-8c-cpu-10c-gpu-16gb-ram-512gb-ssd-evostore-i124493445-s1033804035.html?search=1,https://static-01.daraz.com.np/p/3ed1f960b753e35d36af09f8cd59999d.jpg_750x750.jpg_.webp,
672da00743,184900,apple,MacBook Air,5.0,8,13.6,256,6,,0.0,0,Apple MacBook Air 13.6 inch M3 8GB Ram 256GB Storage - Oliz Store,https://www.daraz.com.np/products/apple-macbook-air-136-inch-m3-8gb-ram-256gb-storage-oliz-store-i131405694-s1038251096.html?search=1,https://static-01.daraz.com.np/p/1404c9a9eee6619ee236158dc6fb5b83.png_750x750.jpg_.webp,
e585361095,510000,apple,MacBook Pro,5.0,32,16.0,1024,6,2500.0,0.0,0,"Apple MacBook Pro 16.2"" 10-Core CPU 32-Core GPU 32GB 1TB - Oliz Store",https://www.daraz.com.np/products/apple-macbook-pro-162-10-core-cpu-32-core-gpu-32gb-1tb-oliz-store-i125456026-s1034037545.html?search=1,https://static-01.daraz.com.np/p/24d90c94354dfb7f89d38ba9d96b58f3.jpg_750x750.jpg_.webp,
5d42bbf4a0,156000,asus,VivoBook S,7.0,16,14.0,512,8,2800.0,0.0,0,"Asus VivoBook S 14 Flip OLED 2022 TP3402ZA I7 12TH GEN 12700H / 16GB RAM / 512GB SSD / 14"" FHD 2-in-1 Touch Display / Active Stylus / Backlit KB / Magic NumPad",https://www.daraz.com.np/products/asus-vivobook-s-14-flip-oled-2022-tp3402za-i7-12th-gen-12700h-16gb-ram-512gb-ssd-14-fhd-2-in-1-touch-display-active-stylus-backlit-kb-magic-numpad-i128058769-s1035133816.html?search=1,https://static-01.daraz.com.np/p/2fd4de04aba11f99f788ae710d65938a.png_750x750.jpg_.webp,
be109b9704,63000,hp,14S FQ1052AU,3.0,4,14.0,256,4,,0.0,0,"HP 14S-FQ1052AU AMD Ryzen 3 5300U 4GB 256GB SSD 14""",https://www.daraz.com.np/products/hp-14s-fq1052au-amd-ryzen-3-5300u-4gb-256gb-ssd-14-i125214612-s1033991797.html?search=1,https://static-01.daraz.com.np/p/3746424acc6e68e41f8756b51ac6bef5.jpg_750x750.jpg_.webp,
65b8518b39,116215,asus,VivoBook 15,5.0,8,15.6,512,6,2800.0,0.0,0,"Asus VivoBook 15 K513EQ i5 11th Gen / 8GB RAM / 512GB SSD / NVIDIA MX350 2GB / 15.6"" FHD display",https://www.daraz.com.np/products/asus-vivobook-15-k513eq-i5-11th-gen-8gb-ram-512gb-ssd-nvidia-mx350-2gb-156-fhd-display-i128026725-s1035084319.html?search=1,https://static-01.daraz.com.np/p/d61d2db4cc97e5350fd288d36cd65627.jpg_750x750.jpg_.webp,
eff46a3496,146666,asus,TUF Gaming,5.0,8,15.6,512,12,3050.0,0.0,0,"Asus TUF Gaming F15 FX507ZC4 (2023)- (i5, 12th Gen 12500H, RTX 3050 Graphics, 8 Gb RAM, 512 Gb SSD, 15.6"" FHD 144Hz Display, Windows 11, Backpack, Mouse | Nagmani International",https://www.daraz.com.np/products/asus-tuf-gaming-f15-fx507zc4-2023-i5-12th-gen-12500h-rtx-3050-graphics-8-gb-ram-512-gb-ssd-156-fhd-144hz-display-windows-11-backpack-mouse-nagmani-international-i127859545-s1034840704.html?search=1,https://static-01.daraz.com.np/p/3fb4bd6eaaf7205ea03717da2cc2bd68.png_750x750.jpg_.webp,
bf4ddd9073,145000,asus,Zenbook Flip,7.0,8,15.6,256,6,,0.0,0,Asus Zenbook Flip 15 Q508U AMD Ryzen 7 5700U 8GB 256GB SSD 15.6″ FHD Touchscreen x 360 Rotate NVIDIA MX450 2GB Laptop,https://www.daraz.com.np/products/asus-zenbook-flip-15-q508u-amd-ryzen-7-5700u-8gb-256gb-ssd-156-fhd-touchscreen-x-360-rotate-nvidia-mx450-2gb-laptop-i121969717-s1033482120.html?search=1,https://static-01.daraz.com.np/p/6fced34e873dc7a19793aaa4f7536de6.jpg_750x750.jpg_.webp,
8f765464d8,73999,acer,Aspire GO,5.0,8,14.0,512,6,,0.0,0,Acer Aspire GO 14 AMD Ryzen 5 7520U – 8GB DDR5 RAM – 512GB NVMe SSD – AMD Radeon Graphics – 14″ WUXGA Display – Silver,https://www.daraz.com.np/products/acer-aspire-go-14-amd-ryzen-5-7520u-8gb-ddr5-ram-512gb-nvme-ssd-amd-radeon-graphics-14-wuxga-display-silver-i129886317-s1037749348.html?search=1,https://static-01.daraz.com.np/p/fcbef45fd6c51acdd77ffc231318aa44.jpg_750x750.jpg_.webp,
4efc4d432e,146666,asus,TUF Gaming,5.0,8,15.6,512,12,3050.0,0.0,0,"ASUS TUF Gaming F15 FX507ZC4 - i5 12th Gen 12500H | RTX 3050 Graphics | 8 GB RAM | 512 GB SSD | 15.6"" FHD 144Hz Display | Windows 11 | Nagmani International",https://www.daraz.com.np/products/asus-tuf-gaming-f15-fx507zc4-i5-12th-gen-12500h-rtx-3050-graphics-8-gb-ram-512-gb-ssd-156-fhd-144hz-display-windows-11-nagmani-international-i128130914-s1035230334.html?search=1,https://static-01.daraz.com.np/p/5e07e044b29ab0e6f3c99a956fe488ee.png_750x750.jpg_.webp,
edb47f7d37,299000,apple,MacBook Air,7.0,24,13.6,1024,8,2800.0,0.0,0,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 10C GPU, 24GB RAM, 1TB SSD -EvoStore",https://www.daraz.com.np/products/apple-macbook-air-136-inch-m2-2022-apple-m2-chip-with-8c-cpu-10c-gpu-24gb-ram-1tb-ssd-evostore-i124323546-s1033742159.html?search=1,https://static-01.daraz.com.np/p/3ed1f960b753e35d36af09f8cd59999d.jpg_750x750.jpg_.webp,
9310435ab6,49999,dell,Vostro 3520,3.0,8,15.6,256,6,2800.0,0.0,0,Dell Vostro 3520 Intel Core i3 12th Generation 1215U – 8GB DDR4 RAM – 256GB SSD Storage – Intel UHD Graphics – 15.6″ FHD 120Hz Display – Black,https://www.daraz.com.np/products/dell-vostro-3520-intel-core-i3-12th-generation-1215u-8gb-ddr4-ram-256gb-ssd-storage-intel-uhd-graphics-156-fhd-120hz-display-black-i128842929-s1036777665.html?search=1,https://static-01.daraz.com.np/p/7da1fa30f15fea86974bb881fcaf75cd.jpg_750x750.jpg_.webp,
ae09089fed,74999,lenovo,ThinkBook 14,5.0,8,14.0,256,6,,0.0,0,"Lenovo ThinkBook 14 5-1255U | 8GB RAM | 256GB SSD | 14"" FHD Display | Backlight Keyboard | 1 Year Warranty",https://www.daraz.com.np/products/lenovo-thinkbook-14-5-1255u-8gb-ram-256gb-ssd-14-fhd-display-backlight-keyboard-1-year-warranty-i129855856-s1037716200.html?search=1,https://static-01.daraz.com.np/p/49c81ec177a9fc22fbb0fdaa3c09d479.png_750x750.jpg_.webp,
012daea825,380000,apple,Macbookpro 14.2‑Inch,5.0,16,14.0,1024,6,2500.0,0.0,0,Apple Macbookpro 14.2‑Inch 10-Core Cpu/16-Core Gpu/16Gb/1Tb Ssd,https://www.daraz.com.np/products/apple-macbookpro-142inch-10-core-cpu16-core-gpu16gb1tb-ssd-i121178929-s1032987676.html?search=1,https://static-01.daraz.com.np/p/8d0ba462647e88185c94fb43c1b68eea.jpg_750x750.jpg_.webp,
17c850afd4,58000,hp,14 Core,3.0,4,14.0,128,4,,0.0,0,HP 14 Core i3 10th Gen 4GB RAM 128GB SSD 14’’HD,https://www.daraz.com.np/products/hp-14-core-i3-10th-gen-4gb-ram-128gb-ssd-14hd-i119741268-s1032753383.html?search=1,https://static-01.daraz.com.np/p/7cc2d04aaff51ca1d8c728ef80e4abbe.jpg_750x750.jpg_.webp,
558202321a,114999,hp,Elitebook 845,5.0,16,14.0,512,6,,0.0,0,HP Elitebook 845 G9 AMD Ryzen 5 PRO 16GB RAM/512GB SSD,https://www.daraz.com.np/products/hp-elitebook-845-g9-amd-ryzen-5-pro-16gb-ram512gb-ssd-i128122074-s1035205399.html?search=1,https://static-01.daraz.com.np/p/14d0dd95459059a1d01144556faa361d.jpg_750x750.jpg_.webp,
5f1284742e,355000,apple,MacBook Pro,5.0,16,16.0,512,10,2500.0,0.0,0,"Apple MacBook Pro (16-inch, Apple M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",https://www.daraz.com.np/products/apple-macbook-pro-16-inch-apple-m1-pro-chip-with-10core-cpu-and-16core-gpu-16gb-ram-512gb-ssd-space-gray-i121270780-s1033025172.html?search=1,https://static-01.daraz.com.np/p/0bd303445815d0c10ac9d1fa6b5f5248.jpg_750x750.jpg_.webp,
33abd46ed9,57000,dell,Vostro 15,5.0,8,15.6,256,10,2800.0,0.0,0,"Dell Vostro 15 3520 (Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 15.6"" FHD Display)",https://www.daraz.com.np/products/dell-vostro-15-3520-intel-core-i5-1235u-processor-8gb-ram-512gb-ssd-intel-uhd-graphics-card-156-fhd-display-i131756484-s1038957651.html?search=1,https://static-01.daraz.com.np/p/a3a223ac78b45c90effd8afd5ec48529.jpg_750x750.jpg_.webp,
e0971869c7,69999,lenovo,Ideapad Slim,5.0,8,15.6,512,8,,0.0,0,"Lenovo Ideapad Slim 3 i5 13th Gen | 8GB RAM | 512GB SSD | 15.6"" FHD | Artic Grey",https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-13th-gen-8gb-ram-512gb-ssd-156-fhd-artic-grey-i128309108-s1035563498.html?search=1,https://static-01.daraz.com.np/p/90f6200a798a49d8559342d0249895d6.jpg_750x750.jpg_.webp,
9366b11c8c,62000,hp,14 ,3.0,8,14.0,1024,2,,0.0,0,"HP 14- DQ2055WM i3 11th Gen 4GB RAM 1TB HDD 14"" HD Display",https://www.daraz.com.np/products/hp-14-dq2055wm-i3-11th-gen-4gb-ram-1tb-hdd-14-hd-display-i125217433-s1033989944.html?search=1,https://static-01.daraz.com.np/p/75622e512151b80c84311d8bd071e840.jpg_750x750.jpg_.webp,
43643dd1df,184900,apple,MacBook Air,5.0,8,13.6,256,8,,0.0,0,"Apple MacBook Air (13-inch, M3 Chip) 8C-CPU, 8C-GPU, 8GB RAM, 256GB SSD - EvoStore",https://www.daraz.com.np/products/apple-macbook-air-13-inch-m3-chip-8c-cpu-8c-gpu-8gb-ram-256gb-ssd-evostore-i131399436-s1038247550.html?search=1,https://static-01.daraz.com.np/p/b7b9f8fa6c14b5204584884fa1552882.jpg_750x750.jpg_.webp,
185aa5fd1f,61500,asus,Vivobook X415Ea,3.0,4,14.0,256,4,,0.0,0,"Asus Vivobook X415Ea - 11Th I3 14 Inch,4Gb/256Gb,Intel Core I3",https://www.daraz.com.np/products/asus-vivobook-x415ea-11th-i3-14-inch4gb256gbintel-core-i3-i127832689-s1034809902.html?search=1,https://static-01.daraz.com.np/p/ddeefad9cf9d6983279bcd7f4c3c98e5.jpg_750x750.jpg_.webp,
18ee3d315a,123590,acer,Predator Triton,7.0,16,14.0,512,8,3060.0,0.0,0,Acer Predator Triton 300 SE i7 11th Gen RTX 3060 16gb Ram 512gb SSD 144hz 14inch Display,https://www.daraz.com.np/products/acer-predator-triton-300-se-i7-11th-gen-rtx-3060-16gb-ram-512gb-ssd-144hz-14inch-display-i129800480-s1037657039.html?search=1,https://static-01.daraz.com.np/p/5c79ad0ed5aa8e2fc4dc3dc3fb70dec0.jpg_750x750.jpg_.webp,
bf1cb8c9f1,405000,apple,MacBook Pro,5.0,16,16.0,1024,10,2500.0,0.0,0,"Apple MacBook Pro (16-inch, Apple M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 1TB SSD)",https://www.daraz.com.np/products/apple-macbook-pro-16-inch-apple-m1-pro-chip-with-10core-cpu-and-16core-gpu-16gb-ram-1tb-ssd-i119055291-s1032604227.html?search=1,https://static-01.daraz.com.np/p/8ff031db63aa9711d6b3e7a21d20055c.jpg_750x750.jpg_.webp,
5af48ec3de,459279,apple,Macbook Pro,5.0,32,16.0,1024,10,2500.0,0.0,0,"Apple Macbook Pro 16"" 10C Cpu, 32C Gpu, 32Gb, 1Tb Ssd- Evostore",https://www.daraz.com.np/products/apple-macbook-pro-16-10c-cpu-32c-gpu-32gb-1tb-ssd-evostore-i109322650-s1029592494.html?search=1,https://static-01.daraz.com.np/p/c617bfe0aed27c4bb0dbf943c799e3ad.jpg_750x750.jpg_.webp,
4d569dce11,56000,lenovo,IdeaPad 1,5.0,8,15.6,256,2,,0.0,0,"Lenovo IdeaPad 1 15ADA7 2021 Ryzen 3 3250 / 8GB RAM / 256GB SSD / 15.6"" FHD display",https://www.daraz.com.np/products/lenovo-ideapad-1-15ada7-2021-ryzen-3-3250-8gb-ram-256gb-ssd-156-fhd-display-i123290257-s1033497512.html?search=1,https://static-01.daraz.com.np/p/c06f9d2b50c5eb4c0e3e9fe8b1e98a96.jpg_750x750.jpg_.webp,
21ffac2d26,395000,apple,MacBook Pro,5.0,16,16.0,1024,6,2500.0,0.0,0,"Apple MacBook Pro 16.2"" 10-Core CPU 16-Core GPU 16GB 1TB - Oliz Store",https://www.daraz.com.np/products/apple-macbook-pro-162-10-core-cpu-16-core-gpu-16gb-1tb-oliz-store-i120302323-s1032843904.html?search=1,https://laz-img-cdn.alicdn.com/tfs/TB13MLwbOLaK1RjSZFxXXamPFXa-300-200.png,
d9ec5001ac,137499,asus,ZenBook Q420VA,7.0,16,14.0,512,14,2800.0,0.0,0,Asus ZenBook Q420VA Intel EVO i7 13700H – 16GB DDR5 RAM – 512GB NVMe SSD – 14.5″ 2.8K OLED TouchScreen Display – Inkwell Gray – Windows 11 Home,https://www.daraz.com.np/products/asus-zenbook-q420va-intel-evo-i7-13700h-16gb-ddr5-ram-512gb-nvme-ssd-145-28k-oled-touchscreen-display-inkwell-gray-windows-11-home-i129868025-s1037710687.html?search=1,https://static-01.daraz.com.np/p/4482c27b196d098681aedac6246dd1b7.jpg_750x750.jpg_.webp,
e96f23004a,69990,acer,Aspire 5,5.0,8,15.6,512,6,,0.0,0,"Acer Aspire 5 Core i5 13th Gen/8GB RAM/512GB SSD/15.6"" FHD/Win 11",https://www.daraz.com.np/products/acer-aspire-5-core-i5-13th-gen8gb-ram512gb-ssd156-fhdwin-11-i128910933-s1036849370.html?search=1,https://static-01.daraz.com.np/p/576a30efb15ab313e0ee3018971d2897.jpg_750x750.jpg_.webp,
a822723a98,368000,apple,MacBook Pro,5.0,16,14.0,1024,6,2500.0,0.0,0,"Apple MacBook Pro 14.2"" 10-Core CPU 16-Core GPU 16GB 1TB -Oliz Store",https://www.daraz.com.np/products/apple-macbook-pro-142-10-core-cpu-16-core-gpu-16gb-1tb-oliz-store-i112867915-s1030653142.html?search=1,https://static-01.daraz.com.np/p/ff80f895bc3f9621e59f12ad48805774.jpg_750x750.jpg_.webp,
1dc0f1a227,80000,lenovo,Ideapad 3,5.0,8,14.0,512,4,2800.0,0.0,0,"Lenovo Ideapad 3 2020 i5 /10th Gen / 8GB RAM / 512GB SSD / 14"" FHD display",https://www.daraz.com.np/products/lenovo-ideapad-3-2020-i5-10th-gen-8gb-ram-512gb-ssd-14-fhd-display-i125214620-s1033991803.html?search=1,https://static-01.daraz.com.np/p/e9c29acb042f99dcdf42e3f090775e41.jpg_750x750.jpg_.webp,
19825a78f6,85000,acer,Aspire 5,5.0,8,14.0,512,10,,0.0,0,"Acer Aspire 5 i5 13th Generation 2023 - 8GB DDR5 RAM - 512GB NVMe SSD 14"" FHD Display - Steel Grey",https://www.daraz.com.np/products/acer-aspire-5-i5-13th-generation-2023-8gb-ddr5-ram-512gb-nvme-ssd-14-fhd-display-steel-grey-i129147812-s1037164911.html?search=1,https://static-01.daraz.com.np/p/1b3bff7620af6739a6c3abae22fed5d0.jpg_750x750.jpg_.webp,
b3e6581d84,114000,dell,Inspirion 3501,7.0,8,15.6,512,4,,0.0,0,"Dell Inspirion 3501 i7 11th Gen 8GB RAM 512GB SSD Nvidia MX330 15.6"" FHD Display",https://www.daraz.com.np/products/dell-inspirion-3501-i7-11th-gen-8gb-ram-512gb-ssd-nvidia-mx330-156-fhd-display-i125213628-s1033992704.html?search=1,https://static-01.daraz.com.np/p/cb8902105d4c23f32a07efa7c4d9dcbc.jpg_750x750.jpg_.webp,
205626354f,108000,asus,VivoBook 14,7.0,8,14.0,512,8,2000.0,0.0,0,"Asus VivoBook 14 M413IA Ryzen 7 4700U / 8GB RAM / 512GB SSD / 14"" FHD Display",https://www.daraz.com.np/products/asus-vivobook-14-m413ia-ryzen-7-4700u-8gb-ram-512gb-ssd-14-fhd-display-i123272546-s1033482710.html?search=1,https://static-01.daraz.com.np/p/eb12e801044be166e19e3750370d32fc.jpg_750x750.jpg_.webp,
