graphics card,name
2800.0,"Asus VivoBook 15 K513EQ i5 11th Gen / 8GB RAM / 512GB SSD / NVIDIA MX350 2GB / 15.6"" FHD display"
3050.0,"Asus TUF Gaming F15 FX507ZC4 (2023)- (i5, 12th Gen 12500H, RTX 3050 Graphics, 8 Gb RAM, 512 Gb SSD, 15.6"" FHD 144Hz Display, Windows 11, Backpack, Mouse | Nagmani International"
1100.0,Asus Zenbook Flip 15 Q508U AMD Ryzen 7 5700U 8GB 256GB SSD 15.6″ FHD Touchscreen x 360 Rotate NVIDIA MX450 2GB Laptop
2000.0,Acer Aspire GO 14 AMD Ryzen 5 7520U – 8GB DDR5 RAM – 512GB NVMe SSD – AMD Radeon Graphics – 14″ WUXGA Display – Silver
3050.0,"ASUS TUF Gaming F15 FX507ZC4 - i5 12th Gen 12500H | RTX 3050 Graphics | 8 GB RAM | 512 GB SSD | 15.6"" FHD 144Hz Display | Windows 11 | Nagmani International"
2800.0,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 10C GPU, 24GB RAM, 1TB SSD -EvoStore"
2800.0,Dell Vostro 3520 Intel Core i3 12th Generation 1215U – 8GB DDR4 RAM – 256GB SSD Storage – Intel UHD Graphics – 15.6″ FHD 120Hz Display – Black
,"Lenovo ThinkBook 14 5-1255U | 8GB RAM | 256GB SSD | 14"" FHD Display | Backlight Keyboard | 1 Year Warranty"
2500.0,Apple Macbookpro 14.2‑Inch 10-Core Cpu/16-Core Gpu/16Gb/1Tb Ssd
,HP 14 Core i3 10th Gen 4GB RAM 128GB SSD 14’’HD
,HP Elitebook 845 G9 AMD Ryzen 5 PRO 16GB RAM/512GB SSD
2500.0,"Apple MacBook Pro (16-inch, Apple M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 512GB SSD) - Space Gray"
2800.0,"Dell Vostro 15 3520 (Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 15.6"" FHD Display)"
,"Lenovo Ideapad Slim 3 i5 13th Gen | 8GB RAM | 512GB SSD | 15.6"" FHD | Artic Grey"
,"HP 14- DQ2055WM i3 11th Gen 4GB RAM 1TB HDD 14"" HD Display"
,"Apple MacBook Air (13-inch, M3 Chip) 8C-CPU, 8C-GPU, 8GB RAM, 256GB SSD - EvoStore"
,"Asus Vivobook X415Ea - 11Th I3 14 Inch,4Gb/256Gb,Intel Core I3"
3060.0,Acer Predator Triton 300 SE i7 11th Gen RTX 3060 16gb Ram 512gb SSD 144hz 14inch Display
2500.0,"Apple MacBook Pro (16-inch, Apple M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 1TB SSD)"
2500.0,"Apple Macbook Pro 16"" 10C Cpu, 32C Gpu, 32Gb, 1Tb Ssd- Evostore"
,"Lenovo IdeaPad 1 15ADA7 2021 Ryzen 3 3250 / 8GB RAM / 256GB SSD / 15.6"" FHD display"
2500.0,"Apple MacBook Pro 16.2"" 10-Core CPU 16-Core GPU 16GB 1TB - Oliz Store"
2800.0,Asus ZenBook Q420VA Intel EVO i7 13700H – 16GB DDR5 RAM – 512GB NVMe SSD – 14.5″ 2.8K OLED TouchScreen Display – Inkwell Gray – Windows 11 Home
,"Acer Aspire 5 Core i5 13th Gen/8GB RAM/512GB SSD/15.6"" FHD/Win 11"
2500.0,"Apple MacBook Pro 14.2"" 10-Core CPU 16-Core GPU 16GB 1TB -Oliz Store"
2800.0,"Lenovo Ideapad 3 2020 i5 /10th Gen / 8GB RAM / 512GB SSD / 14"" FHD display"
,"Acer Aspire 5 i5 13th Generation 2023 - 8GB DDR5 RAM - 512GB NVMe SSD 14"" FHD Display - Steel Grey"
1050.0,"Dell Inspirion 3501 i7 11th Gen 8GB RAM 512GB SSD Nvidia MX330 15.6"" FHD Display"
2000.0,"Asus VivoBook 14 M413IA Ryzen 7 4700U / 8GB RAM / 512GB SSD / 14"" FHD Display"
2800.0,"Lenovo ThinkPad Z13 Ryzen 7 Pro 6850U/ 16 GB DDR5 RAM/512 GB NVME SSD/ 13.3"" IPS Touch / FP/ Backlit Keyboard/Win 11 Professional (Business Series Laptop)"
2800.0,"Lenovo Thinkpad L14 Core i5 11th Gen/ 16 GB RAM / 512GB SSD Nvme/14"" FHD IPS/Backlit keyboard/Win 11 Professional Genuine"
,"Acer Aspire 5 2021 Ryzen 7 5700U / 8GB RAM / 256GB SSD / 15.6"" FHD Display / Backlight Keyboard"
2500.0,"Apple Macbook Pro 16"" 10C Cpu, 16C Gpu, 16Gb, 1Tb Ssd- Evostore"
,"Dell Vostro 3520 i5 12th Gen | 16GB RAM | 256GB SSD | 15.6"" 120Hz FHD | Black"
,"Acer Aspire 5 2023 13th Gen i5 / 8GB RAM / 256GB SSD / 15.6"" FHD Display"
2800.0,"Apple Macbook Pro (13-Inch, M2, 2022) | M2 Chip, 8C Cpu, 10C Gpu, 24Gb Ram, 1Tb Ssd - Evostore"
,Lenovo Laptop 4 GB RAM 256 GB Storage | LENOVO V15 LAPTOP
1100.0,Asus ZenBook Q408UG Ryzen 5 4500U 8GB RAM 256GB SSD MX450 2GB 14” FHD display
,"Acer Aspire A514-54-501Z 14"" 8GB 256GB SSD Core i5-1135G7 2.4GHz, Gold"
,"HP Envy i7 13th Gen | 16GB DDR4 | 1TB SSD | 14"" FHD IPS x360 Touch Display | FPR | Win 11"
,Acer Aspire 3 With i5 12th Gen Processor 15.6 Inch FHD Display 8GB RAM 256GB ROM
,"Lenovo V14 Celeron | 4GB RAM | 256GB SSD | 14"" HD Display Laptop"
1050.0,"Dell Inspirion 3501 i5 11th Gen 8GB RAM 512GB SSD Nvidia MX330 2GB 15.6"" FHD Display"
2800.0,"HP Notebook 14-FQ1051AU Ryzen 3 5300U / 4GB RAM / 256GB SSD / 14"" FHD Display"
,"DELL VOSTRO 14""-3430 | 13th gen I5-1335U |8GB | 512 SSD | 1yrs warranty"
4050.0,Acer Nitro 16 (13th Gen Intel Core i7 13620H Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4050 6GB Graphics | 16-inch WUXGA (1920 x 1200) 165Hz Display | 4-Zone RGB Keyboard
,"Acer Aspire 5 2022 12th Gen i3 / 4GB RAM / 256GB SSD / 15.6"" FHD Display Backlight Keyboard"
1500.0,Dell Wyse 5470 (Intel Celeron Processor | 8GB RAM | 256GB SSD Storage | Intel UHD Graphics | 14″ FHD Display)
2000.0,HP 15 255 G8 With Ryzen 7 5700U Processor 15.6 Inch FHD Display 8GB RAM 512GB ROM
,"Acer Aspire 5 i7 13th Gen | 8GB DDR5 RAM | 512GB NVMe SSD | 15.6"" FHD Display Laptop"
,Acer Aspire 5 2022 Intel Core I5 12 Gen 8 GB RAM/256 GB 15.6 inch Display - OTE
,"Lenovo IdeaPad L3 15ITL6 Celeron 10th Gen / 4GB RAM / 256GB SSD / 15.6"" FHD Display"
,"Dell Latitude 3420 i5 11th Gen | 8GB RAM | 256GB SSD | Backlit Keyboard | 14.1"" FHD Display"
,"Dell Vostro 3520 | Core™ i5-1235U | 8GB | 256GB | 15.6"" FHD | UBUNTU"
,Acer Swift Go 14 Intel Evo i5 13th Gen 13500H | 16GB DDR5 RAM | 512GB NVMe SSD | OLED ( 2880 x 1800 ) Display | Backlit Keyboard | Windows 11 Home
,"Dell Vostro 3500 i5 11th Gen/ 4GB/ 1TB/ 15.6"" FHD Laptop"
,Dell XPS 13 9305 I7 11 GEN / 16GB RAM / 512GB SSD / 13.3'' FHD DISPLAY
2050.0,"Acer Aspire 5 i7 13th Generation - 8GB DDR5 RAM - 512GB NVMe SSD - Intel iris Xe Graphics - 15.6"" FHD Display Laptop"
,Lenovo Ideapad Celeron 14 inch 4Gb Ram 256 Gb SSD
2800.0,Asus ZenBook Q410VA Intel EVO i5 13500H – 8GB DDR5 RAM – 512GB NVMe SSD – Iris Xe Integrated Graphics – 14.5″ 2.8K (2880 x 1800) TouchScreen Display – Inkwell Gray
,"Dell Vostro 3520 i5 12th generation/512gb/8gb/15.6"""
2800.0,Asus Zenbook 14 Q410V Oled / i5 13gen / 8gb ddr5 ram / 512gb nvme ssd / 14inch OLED Touch Display
,"Asus VivoBook F415EA i5 11th Gen 8GB RAM 256GB SSD 14"" FHD display"
,"Dell Inspiron 3520 i5 12th Gen | 16GB RAM | 512GB SSD | 15.6"" 120Hz FHD | Black"
,"Lenovo Ideapad 1 Celeron | 4GB RAM | 256GB SSD | 15.6"" HD Display Laptop"
2070.0,"Dell Alienware M15 R3 I7 10th Gen / RTX 2070 SUPER / 16GB RAM / 512GB SSD / 15.6"" FHD 300Hz Display"
,HP 240 G9 Notebook With I7 Processor 8 GB RAM 512 GB SSD 14 Inch 12th Gen
3060.0,Lenovo Legion 5i Pro | Intel i7-12700H | 16 GB DDR5 RAM | 1 TB SSD | 16″ WQXGA resolution 2560 x 1600 pixels 165 Hz | RTX 3060 with 6 GB | Windows 11 Genuine |
,Dell inspiron 3501 core-i5-11th GEN/8GB/256GB SSD
2000.0,"Lenovo ThinkPad E16 Ryzen 5 7530U (6 Cores)/ 16GB RAM/ 512GB SSD/16"" FHD IPS/Backlit Keyboard/ Win 11 Professional"
,"Acer Aspire 3 AMD Ryzen 3 7320U | 4GB RAM | 256GB SSD | 15.6"" FHD | Silver"
,Lenovo Flex 5 X360 Touch With Intel i7 11th Processor 15.6 Inch Full HD IPS Display 16GB RAM 512GB ROM
,"Acer Aspire 5 Intel Core i5-1335U, 8GB RAM, 512GB SSD, 15.6″ FHD, Intel Iris Xe Graphics, Steel Gray"
,"Dell Inspiron 3511 i3 11th Gen | 8GB RAM | 256GB SSD | 15.6"" FHD Display"
2800.0,Lenovo Legion Pro 7i 13Th Gen i9-13900HX 16″ QHD+ IPS 240Hz RTX 4080 12GB 32GB DDR5 1TB SSD Win 11
4050.0,"Asus TUF A15 2023 FA507NU Ryzen 7 7735HS / RTX 4050 / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz display"
,Dell Latitude E7480 I5-7th Gen 256 GB SSD 8 GB RAM 14 Inch Screen Ultrabook
2000.0,"Lenovo IdeaPad Flex 5 AMD Ryzen 5 7530U 14"" (35.5cm) WUXGA+ IPS 2-in-1 Laptop (8GB/512GB SSD/Win 11/Office 2021/Backlit KB/FPR/FHD Camera"
2800.0,ACER NITRO 5 AMD Ryzen 5 6600H 8GB Ram 512GB SSD 15.6 FHD IPS 144Hz Slim Bezel Display NVIDIA GeForce RTX 3050TI 4GB Graphics
,"Acer Aspire 5 2023 13th Gen i5 / NVIDIA RTX 2040 / 8GB RAM / 512GB SSD / 14""WUXGA FHD Display / 2 Years Warranty"
,"Dell Inspiron 3520 i5 12th Gen | 8GB RAM | 512GB SSD | 15.6"" 120Hz FHD | Black"
,Lenovo Ideapad 1 Ryzen 5 7520U 8Gb DDR5 5500Mhz 256Gb NVME 14 Inch Display
2000.0,"MSI Modern 15 A4SX Ryzen 5 4500U / AMD Radeon Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display"
2800.0,HP Elite x360 830 13 inch G9 2-in-1 Notebook PC
,Acer Aspire A514-54-i5 11th Gen/8GB RAM/256GB SSD/14″ FHD Laptop
3050.0,"Lenovo LOQ Gaming Laptop 2023 i5 13th gen | RTX 3050 | 8GB RAM | 1TB SSD | 15.6"" FHD 144Hz display"
,"Acer Aspire 5 Intel Core i5 13th Gen 8GB Ram 512GB SSD 15.6""FHD"
3060.0,"Lenovo Legion Slim 7i | I7-12700H processor | 16GB DDR5 RAM | 512GB SSD | RTX 3060 with 6gb GDDR6 GPU | 16"" WQXGA Display with 165Hz Refresh rate"
,"Acer Aspire 5, I5 13 Gen, 8 Gb Ram, 512 Gb Ssd"
,"Lenovo V14 Celeron | 4GB RAM | 256GB SSD | 14"" HD Display Laptop"
,HP Probook 440 G10 I5/13th Gen/8GB RAM/512GB SSD/14 FHD
,"Lenovo Ideapad 3 i5 10th Gen / 4GB RAM / 1TB HDD / 14"" FHD Display Laptop"
,Acer Aspire A14 Core 5 14 Gen Laptop 8GB Ram 512Gb 14 inch FHD Display
,"HP 15 i3 1215U | 8GB DDR4 | 256GB SSD | 15.6"" FHD | FPR | Win 11 | Silver"
,"Lenovo Flex 7 Core i5 12th Gen/ 8GB RAM/512GBSSD/14"" 2.2K Display Touch 360/Touch Pen /Win 11"
3050.0,"Acer Nitro 5 2023 | AMD Ryzen 7 - 6800H Processor | 8GB RAM | 512GB SSD | NVIDIA RTX 3050Ti Graphics | 15.6"" FHD 144Hz Display | Acer Nitro | Gaming Laptop | Black"
1050.0,"Dell Vostro 3520 Core i5 12th Gen /16GB RAM/512GBSSD/15.6""FHD/ Nvidia MX550 2GB GFX"
1500.0,"Dell Vostro 3520(Intel core i5-1235U Processor/256GB SSD/8GB RAM/Intel UHD graphics Card/15.6"" FHD Display)"
,Acer Aspire Lite (Intel Core i3 N300 Processor | 8GB DDR5 RAM | 512GB NVMe Gen4 SSD | 14-inch WUXGA (1920 x 1200) Display
2800.0,"Asus Expertbook-B1402CBA Intel Core I5 12th Gen 8GB Ram 512GB SSD 14.0""FHD Backlit Fingersensor"
2800.0,Acer Aspire 3 Ryzen 5 7520 Series 8Gb Ram 512 Gb SSD
2000.0,Lenovo IP 1 Ryzen 3 7320U 4GB RAM/256GB SSD/15.6 Display
,"Acer Extensa Laptop AMD Ryzen 5-7520U Quad-Core Processor (Windows 11 Home/8 (1*8) GB/512 GB SSD) EX215-23, 39.6 cm (15.6"") Full HD Display"
,"Asus Expertbook B1402 i7 13th Gen | 16GB RAM | 512GB ssd | 14"" FHD Screen | Backlit Keyboard | FP Laptop"
,"HP Pavilion 14 X360 Intel Core i5 12th Generation 8GB Ram256GB SSD 14.0"" Touch 360"
,"Lenovo Ideapad 1 Ryzen 5 7520U | 8GB DDR5 | 256GB SSD | 15.6"" FHD | Cloud Grey"
,HP Laptop 15s-fq5295nia intel Core i5-1235U 12th GEN 8GB Ram 512GB SD 15.6 FHD Display
1050.0,"Dell Vostro 3500 i5 11th Gen | 8GB RAM | 256GB SSD | 1TB HDD | MX330 2GB Graphics | 15.6"" FHD Display"
,"Asus Vivobook S13 S333Ea i5 11th Gen 8GB RAM 512GB SSD Iris Xe Graphics 13.3"" FHD Display"
2800.0,Dell Inspiron 7300 I7 11th Gen / 16GB RAM / 1TB SSD / 13.3'' FHD Display
,"Lenovo V15 Intel Core i5-1235U, 8GB RAM 256GB SSD, 15.6""FHD"
2800.0,Dell Vostro 3520 Intel Core i3 12th Generation 1215U – 8GB DDR4 RAM – 512GB SSD Storage – Intel UHD Graphics – 15.6″ FHD 120Hz Display – Black
,"Acer Aspire 3 Ryzen 5 7520U/ 8 GB DDR5 RAM/ 512 GB SSD NVME/15.6"" FHD/Win 11"
,Acer Swift Go 14 AI Powered EVO Intel Core Ultra 7 Processor 155H – 16GB DDR5 RAM – 1TB NVMe Gen 4 SSD – Intel ARC Graphics – 14″ ( 1920 x 1200 ) TouchScreen Display – Backlit Keyboard – Fingerprint – Windows 11 Home – Silver
,Dell Vostro 3400 i3 11th Gen 8GB RAM 256GB SSD 14 FHD
,Acer Aspire 3/ Ryzen 5-5500U / 15.6″ Full HD / 8GB RAM / 512GB SSD
4060.0,Acer nitro 5 Intel core i7 12 gen /16gb DDR5 Ram /512gb NVME SSD / Nvidia Geforce RTX 4060 (8GB ) Graphics / 15.6 inch FHD IPS 144Hz Display
,"HP ProBook 440 G9 Core i5 12th Gen/8GB RAM/256GB SSD/14"" Screen/Win 10 Pro/Fingerprint(Business Series)"
,"Acer Aspire 5 2023 13th Gen i5 / 8GB RAM / 512GB SSD / 15.6"" FHD Display"
,"ASUS Vivobook Go E1504 2023 Ryzen 5 7520 | 8GB RAM | 512GB SSD | 15.6"" FHD display | 2 Years Warranty"
1500.0,Lenovo ThinkBook 14 12th Gen Intel Core i5-1235U Processor | 8GB RAM | 512GB SSD | Integrated Intel UHD Graphics Card | 14-inch FHD IPS Display | Lenovo Laptop | Laptop | Grey
,"HP Envy x360 14 i7 13th Gen 16GB RAM 1TB SSD 14"" FHD Touch Screen Display"
,"Dell Inspiron 2-IN-1 AMD Ryzen™ 5 7530U/ 8GB Ram/ 512GB SSD/ WIN11/ TOUCHSCREEN/ LAVENDER BLUE Backlit/ Keyboard FP Reader/ 14"" (1920x1200)"
4070.0,"Lenovo Legion Pro 5i / i9-13900HX / RTX 4070 8GB / 16GB RAM / 1TB SSD / 16"" Display 240Hz"
4050.0,"Acer Nitro V 15 2023 i7 13620H | RTX 4050 6GB | 16GB RAM | 512GB SSD | 15.6"" FHD 144Hz display"
3050.0,"Asus TUF Gaming F15 FX507ZC4 (2023)- (i5, 12th Gen 12500H, RTX 3050 Graphics, 8 Gb RAM, 512 Gb SSD, 15.6"" FHD 144Hz Display, Windows 11, Backpack, Mouse"
,"Asus 2023 Zenbook 17 Fold Oled Ux9702Aa-Md007W - New 17.3 Inch,16Gb/1Tb,Amd"
,"Lenovo Ideapad 3 Intel Core i5 11th Gen - 8GB DDR4 RAM - 256GB NVMe SSD - Intel Iris Xe Graphics - 15.6"" FHD Display - Grey"
,"Dell Latitude 3410 i5/ 10th Gen/ 8GB/ 256 GB SSD/ 14"" Laptop"
2800.0,"Dell Latitude 5330 Core i7 12th Gen/ 16 GB RAM/ 512GB SSD/13.3"" FHD IPS/Backlit Keyboard/ Win 11 Pro"
,Dell Vostro 3520 I3-1215U (6 cores) 8GB RAM/512GB SSD/15.6 Display
3050.0,"Acer Nitro V 15 2023 i5 13420H | RTX 3050 6GB | 8GB RAM | 512GB SSD | 15.6"" FHD 144Hz display |"
2800.0,"Lenovo Yoga 6 2023 2-in-1 Laptop 13.3"" (1920x1200) IPS Touchscreen| 8-Core AMD Ryzen 7 7730U |16GB RAM| 512GB SSD| AMD Radeon Graphics| Wi-Fi 6| Backlit Keyboard |Fingerprint| Windows 11 Home"
2800.0,Asus Vivobook M1502Q / Ryzen 7 5800H / 16GB DDR4 Ram /512gbssd / 15inch FHD Display
,"Dell G3 G3500 i5 10th Gen / 8GB RAM / 512GB SSD / NVIDIA GTX 1650TI / 15.6"" 120Hz FHD Display"
,HP Envy 13 Core i5 10th Gen 8GB RAM 256 GB SSD 13.3” FHD Display
,Lenovo ideapad 1 Amd Ryzen5 7520U Ram 8GB/256 14 Inch
,Lenovo Flex 5 14 AMD Ryzen™ 7 7730U 16GB RAM 1TB SSD 14” WUXGA-Touch x 360 Rotate Laptop
,"Dell Latitude 3420 Core i5 1135G7 11th Gen/8 GB RAM/512 GB NVME/14"" FHD/ Win 11 Professional Genuine/ Business Series"
,"HP Envy x360 14 i5 13th Gen \ 8GB RAM \ 512GB SSD \ 14"" FHD 360 Touch Screen Display"
2000.0,HP 15-EF2126 RYZEN 5 5500U 8GB RAM 512 GB SSD AMD Radeon Graphic 15.6’’ FHD Edge To Edge Display
,Acer I3 13th Gen 8Gb 512Gb 15.6 Display
,"Lenovo IP Slim 3 Core i5 13th Gen 13420H/ 8GB DDR 5 RAM/512 GB SSD/15.6"" FHD/Win 11"
,HP Pavilion Aero 13 With Ryzen 5 5500U Processor 13.3 Inch WuXA Display 16GB RAM 512GB ROM
2800.0,Lenovo IdeaPad Slim 3I (12th Gen Intel Core i5 12450H Processor | 8GB RAM | 512GB SSD
,HP Pavilion 14 x360 2-in-1 Intel Core i5 13th Gen – 8GB DDR4 RAM – 256GB NVMe SSD – 14″ FHD TouchScreen Display – Windows 11 – FingerPrint Reader
2000.0,"Acer Aspire 3 15 Ryzen 5 7520U 2023 - 8GB DDR5 RAM- 512GB PCLe NVMe SSD - AMD Radeon Graphics - 15.6"" FHD Display - Silver"
,"HP 15-eh1071Auryzen 7 5700U / AMD / 8GB RAM / 512GB SSD / 15.6"" FHD Display"
,HP 15s-du2101TU
4050.0,"Acer Nitro16 (AN16-41-R418) - AMD Ryzen™ 7 7840HS, 16""WQXGA IPS SlimBezel 165Hz DDS, SO16GBV56 Memory, 1024GB PCIe NVMe SED SSD, NVIDIA® GeForce RTX™ 4050 6GB, Win 11 SL, 2 Years Warranty (Acer by Mercantile)"
,Lenovo Ideapad 1 I3 13th Gen Ram 8Gb/256Gb
,"Dell Inspiron 3511 i5 11th generation /8gb RAM/256gb SSD/15.6"" FHD"
1050.0,"Dell Inspiron 3511 i5 11th Gen / Nvidia MX350 Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display"
,Acer Aspire 5 With i5 11th Gen Processor 15.6 Inch Full HD Display 8GB RAM 256GB/1TB ROM
,"Asus 2023 Zenbook Pro 14 Duo Oled Ux8402Ze-M3022W - New 14.5+12.7 Inch,32Gb/1Tb,Intel Core I9"
,Lenovo Ideapad 3 | Core i3- 1115G4 | 8GB RAM | 256GB SSD | 14” FHD
,"Dell Vostro 3401 i3 11th Gen/ 8GB/ 256GB SSD/ 14"" Laptop"
,Dell Lattitude 5490 Core I5 8th Gen /8gb Ram /256gb Ssd Laptop
2800.0,"ASUS Vivobook 15 X1504Z | 15.6"" Full HD Laptop | Intel i7-1255U | 8GB RAM | 512GB SSD | Backlit Keyboard |"
,"Acer aspire 3 AMD Ryzen 5 7520U, 8GB RAM, 512GB SSD, 15.6 FHD, Integrated AMD Graphics, Silver, DOS"
4050.0,Dell XPS 15 9530 - i9 13900H | 32GB | 1TB SSD | NVIDIA RTX 4060 8GB | Backlit Keyboard | Touch | 3.5K | Office | 2 Years Warranty
,Acer A315-35-C8IE Processor: Intel Celeron N5100 Memory: 4GB RAM Storage: 1 TB SSD Screen: 15.6”FHD OS: Win 10
,ASUS VIVOBOOK X1504Z i5-1235U 12th gen 16GB Ram 1TB SSD 15.6 FHD Display
2800.0,"HP NoteBook 15-fd0211nia | 13th Gen Intel Core i5-1335U Processor | 8GB DDR4 RAM | 512GB NVMe SSD | Intel Iris Xe Graphics Card | 15.6"" FHD (1920 x 1080) Display | Deca Core | 1 Year Warranty | Natural Silver | Laptop"
4050.0,"MSI Cyborg 15 I7-13gen, 16GB RAM, 512 SSD, RTX 4050 with 6 gb Screen Size (Inch"") 15.6-inch"
,"Dell Latitude E5400 I5-8th Gen | 8 GB RAM | 256 GB SSD | 14"" Screen"
,HP 15s- fq4021TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home)
2000.0,Lenovo IdeaPad 1 Ryzen 7-7520U 2023 8Gb Ram 512GB SSD 14 Inch Display 1 year warranty
,"ASUS ZenBook Laptop[UM3402Y] 14” 2.8K OLED Display, AMD Ryzen 7-7730U CPU 16GB RAM, 512GB PCIEG3"
3050.0,"Acer Nitro V 15 Core i5 13320H 13th Gen/ 8GB DDR5 RAM/ 512GB SSD /15.6 "" FHD 144HZ IPS Display/ NVidia RTX 3050 6GB GFX/ Backlit Keyboard//Win 11"
2800.0,Asus Vivobook Tp470 With i3 11th Processor 14 Inch FHD X360 Tch Display 8GB RAM 256GB ROM
,"ASUS Vivobook Go E1404GA - (Intel i3 13th Gen N305, 14"" FHD Display, 8GB RAM, 256GB SSD, Fingerprint, Bagpack"
,Lenovo IdeaPad 1 I5 13Th Gen /8Gb Ram /256Gb SSD 14 Inch
4050.0,"ASUS TUF Gaming A15 (2023) FA507NU - 7TH, AMD Ryzen™ 7 7735HS, 8 GB RAM, 512GB SSD, NVIDIA® GeForce RTX™ 4050, 15.6-inch FHD 144 Hz Display, Win 11, // Nagmani International"
,"Lenovo V14 G2 ITL 82KA00KNUS 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 8 GB RAM - 256 GB SSD - Black"
,"Lenovo Ideapad 1 15lGL7 11thGen Intel Celeron N4020 8GB DDR4 RAM 256GB SSD 15.6""' HD Display"
2800.0,Asus VivoBook 15X OLED 2023 X1503ZA i5-12500H / 8GB RAM/ 512GB SSD / 15.6'' OLED FHD Display / Backlit Keyboard
2800.0,Dell Vostro 3400 / Core I5 11th Gen / 8GB / 256GB SSD /1TB HDD/ MX330 2GB / 14 Inch
,"Dell Vostro 3510 i3 11th Gen / 4GB RAM / 1TB HDD / 15.6"" HD Display"
2800.0,ACER Aspire 3 14 Rayzen7 5 7520U 16GB Ram 512GB SSD 14inch FHD Display AMD Radeon Graphics
2800.0,Acer Aspire 3 I5-11th Gen-8GB RAM-512GB SSD -15.6FHD
,Dell Vostro 3400 Laptop
2800.0,HP Notebook 15S FQ5022NE (Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD
,"Lenovo IP3 Ryzen 7 5700U/8GB RAM/256GB SSD/14"" FHD"
,"Dell Vostro 3510 I5 11 Gen, 8 Gb Ddr4 Ram, 256 Gb Ssd, 2.40 Ghz To 4.20 Ghz"
,HP 14s Laptop i3 1215U 12th Gen|8GB RAM|256GB SSD|14″ HD Screen| Integrated Graphics
2800.0,Asus VivoBook 14X AMD Ryzen 7 7730U Processor – 16GB DDR4 RAM – 1TB NVMe SSD – AMD Radeon Graphics – 14″ WUXGA ( 1920 x 1200 ) Display – Windows 11 – Black
3050.0,"Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021/Backlit/Onyx Grey/2.32Kg)"
,"Dell Vostro 3520 Core i5 12th Gen /8GB RAM/512GBSSD/15.6""FHD"
,Lenovo Idea pad Slim 3I Intel core I3 12 Gen 4Gb 256GB 14 Inch FHD Display
3060.0,"Acer Nitro 5 2021 Intel i5 10Th Gen / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display"
2800.0,Asus Zenbook 14X OLED Q410 I5-13500H-8GB RAM-512GB SSD-14.5' 2.4K 120Hz Display
,"HP Pavilion Laptop 15-eh1066AU 49N15PA 8 GB RAM (2 x 4 GB), 512 GB SSD, 15.6"""
1050.0,"Dell Vostro 3500 i7 11th Gen / 8GB RAM / 512GB SSD / 15.6"" FHD Display/ MX330 2 GB Graphics"
,"Acer Aspire 5 (A514-54G-52S1) Intel Core i5 -1135G7/8 GB DDR4 RAM/1TB HDD /128GB SSD/NVIDIA GeForce MX350, 2GB-GDDR5/14"" FHD Screen/ Win 10/1-year Warranty - (Acer by Mercantile)"
,"Lenovo IdeaPad 1 2023 Laptop | Intel celeron N4020 | 14"" FHD Display | 4GB LPDDR4 | 256GB SSD"
2800.0,"ASUS Vivobook Go E1404GA 2023 Intel i3 13Th Gen 1305 / 8GB RAM / 256GB SSD / 14"" FHD display / Magic NumPad"
,"DELL VOSTRO 14"" 3430 | 13th gen I3-1305U | 8GB | 512 SSD | 1yrs warranty"
,"HP Spectre X360 i7/13Gen/16GB Ram/512GB SSD/Intel Iris Xe Graphic/Win 11 Home/Backlit/ Touchscreen + FR/14""Display"
2000.0,HP Pavilion Ryzen 5 5500U 16Gb Ram 512GB SSD 15.6 Inch
,"Dell Vostro 3520 Intel Core i3 12th Gen 8GB Ram 512GB SSD 15.6""FHD 120Hz"
2000.0,Acer Aspire 3 AMD Ryzen 7 57000U 8GB Ram 512GB SSD AMD Radeon Graphics 14inch WUXGA IPS Display
,Acer A515-45-R0Y4 Processor: AMD Ryzen Memory: 4GB DDR RAM Storage: 256 SSD Screen: 15.6”FHD OS: Win 10
2800.0,Lenovo ThinkPad L13 Gen 3 12th Generation
,AVITA Celeron N4020
,HP Probook 440 G8 11th Gen Intel Core i7 8 GB RAM 512 GB SSD Backlit Keyboard & FPR Windows 10 Home Genuine 3 Yrs Warranty
2800.0,"ASUS E410M 14-inch HD 64GB SSD Intel Celeron N4020 (4GB RAM, Windows 10 Home S, HDMI, SD Card Reader) pink, E410MA-202.Blue (Renewed)"
