graphics card,name,url,details
nan,"Acer Aspire 3 2023 13th Gen i3 / 4GB RAM / 256GB SSD / 14"" FHD Display",https://www.daraz.com.np/products/acer-aspire-3-2023-13th-gen-i3-4gb-ram-256gb-ssd-14-fhd-display-i128239315-s1035384905.html?search=1,Brand new factorysealed Acer Aspire 3 2023 with 13th Gen Intel Core i3N305 processor Octacore 8core CPU 4GB DDR5 RAM 256GB SSD storage Has a dedicated HDD slot for storage expansion 14inch IPS display with FullHD 1920 x 1080 pixels resolution 40WHr battery 3x USB Ports 1x USB 32 1x USB 31 1x HDMI Port 14KG weight
nan,Lenovo V15 With Ryzen 7 5700U Processor 15.6 Inch FHD Display 16GB RAM 512GB ROM,https://www.daraz.com.np/products/lenovo-v15-with-ryzen-7-5700u-processor-156-inch-fhd-display-16gb-ram-512gb-rom-i128219952-s1035362424.html?search=1,"Processor AMD Ryzen 75700U Octa Core 8x 18GHz Turbo Boost up to 8x 43GHz 12MB Cache 16 Threads AMD Radeon Graphics code name ""Vega"" Features matte full HD display with LED backlight webcam 09 MP including cover 1x HDMI 1x USB 30 type A 1x USB 30 type C 1x USB 20 1x RJ45 LAN WLAN 5 80211ac Bluetooth 50 1x headphonesmicrophone combination port QWERTZ keyboard numbers Block Battery up to 7 hours runtime 2 cells 38 watt hours Box contents Lenovo V15 156 inch notebook in black battery power supply power cable"
nan,Dell Vostro 15 3520 /Intel i5 11 Gen /8gbDDR4 Ram / 256NVM SSD / 15Inch FHD Display,https://www.daraz.com.np/products/dell-vostro-15-3520-intel-i5-11-gen-8gbddr4-ram-256nvm-ssd-15inch-fhd-display-i128206777-s1035337921.html?search=1,Processor11th gen Intel i51135G7 RAM 8GB DDR4 RAM SSD 256GB M2 PCIe NVMe SSD Graphics Intel Iris Xe Graphics with the shared graphics memory Display 156 Antiglare IPS panel TÜV Rheinland for blue light Keyboard Fullsize with Numpad spillresistant Audio 2x 2W dualspeaker Battery 3cell 41Wh Ports 2x USB 32 Gen 1 1x USB 20 TypeA 1x Audio jack 1x HDMI 14 1x RJ45 LAN Connectivity WiFi 5 80211 ac Bluetooth 50 Webcam 720p Camera
nan,Lenovo IP 1 Ryzen 5 7520U 8GB RAM/512GB SSD/ 15.6 Display,https://www.daraz.com.np/products/lenovo-ip-1-ryzen-5-7520u-8gb-ram512gb-ssd-156-display-i128112365-s1035190335.html?search=1,Ryzen 5 7520U AMD Radeon 610M Graphics 8GB soldered memory not upgradable LPDDR55500 512 GB SSD M2 2242 SSD integrated LiPolymer 42Wh battery supports Rapid Charge Boost get 2 hours of runtime with a 15minute charge 156 HD Display 220 nits • 80211ac 2x2 WiFi® + Bluetooth 50 M2 cardWiFi 6 80211ax 2x2 WiFi + Bluetooth 51 M2 card[1] 1x USB 20• 1x USB 32 Gen 1• 1x USBC® 32 Gen 1 support data transfer only• 1x HDMI 14b• 1x Card reader• 1x Headphone  microphone combo jack 35mm• 1x Power connector
nan,"ASUS Vivobook Go E1404 2023 Ryzen 3 7320 / 4GB RAM / 256GB SSD / 14"" FHD display / Magic NumPad",https://www.daraz.com.np/products/asus-vivobook-go-e1404-2023-ryzen-3-7320-4gb-ram-256gb-ssd-14-fhd-display-magic-numpad-i128035387-s1035093539.html?search=1,"BrandAsus Series VivoBook Series Model Asus VivoBook Go E1404 Type Budget Notebook Processor AMD Ryzen™ 3 7320U Mobile Processor 4core8thread 4MB cache up to 41 GHz max boost GraphicsAMD Radeon™ Graphics RAM4GB LPDDR5 on board Display14inch FHD 1920 x 1080 169 aspect ratio IPSlevel Panel LED Backlit 250nits 45% NTSC color gamut for nonOLED Antiglare display Screentobody ratio 82% Connections1x USB 20 TypeA1x USB 32 Gen 1 TypeA1x USB 32 Gen 1 TypeC1x HDMI 141x 35mm Combo Audio Jack1x DCin NetworkingWiFi 580211ac Dual band 1*1 + Bluetooth® 51 Wireless Card Storage256GB SSD Size Height x width x depth 3245 x 2139 x 179 ~ 179 cm 1278"" x 842"" x 070"" ~ 070"" Battery42WHrs 3S1P 3cell Liion Camera Webcam720p Weight 138 Kg Keyboard and TouchpadChiclet Keyboard 14mm Keytravel Precision Touchpad Support NumberPad"
3050,"Asus ROG Zephyrus M16 GU603HE i7 11th Gen / RTX 3050TI / 16GB RAM / 512GB SSD / 16"" WQXGA Display 144Hz display",https://www.daraz.com.np/products/asus-rog-zephyrus-m16-gu603he-i7-11th-gen-rtx-3050ti-16gb-ram-512gb-ssd-16-wqxga-display-144hz-display-i127992483-s1035031686.html?search=1,"Brand ASUS CPU Intel® Core™ i711800H Processor 23 GHz 24M Cache up to 46 GHz 8Cores Graphics NVIDIA® GeForce RTX™ 3050 Ti Laptop GPUWith ROG Boost up to 1585MHz at 60W 75W with Dynamic Boost4GB GDDR6 Operating System Windows 10 Pro  ASUS recommends Windows 10 Pro for business Screen 16inch IPS display WQXGA 2560 x 1600 pixels resolution 144Hz refresh rate 3ms response time 1610 aspect ratio antiglare display DCIP3 100% Pantone Validated Yes Type Gaming Laptop Ram 16GB 8GB DDR4 onboard + 8GB DDR43200 SODIMM Max Capacity 40GB Storage 512GB M2 NVMe PCIe 40 SSD Wireless WiFi 680211ax + Bluetooth 52 Dualband 2*2*BT version may change with OS upgrades IO Ports 1x 35mm Combo Audio Jack 1x HDMI 20b 1x USB 32 Gen 2 TypeA 1x USB 32 Gen 1 TypeA 1x USB 32 Gen 2 TypeC support DisplayPort  power delivery 1x RJ45 LAN port 1x card reader microSD 1x Thunderbolt™ 4 support DisplayPort™  power delivery Keyboard and Touchpad Backlit Chiclet Keyboard RGB Camera 720P HD camera Audio Smart Amp TechnologyAudio by Dolby AtmosAI mic noisecancelingBuiltin array microphone2x 2W tweeter4x 2W woofer with Smart Amp Technology Battery 90WHrs 4S1P 4cell Liion Power Supply ø60 240W AC Adapter Output 20V DC 12A 240W Input 100~240C AC 5060Hz universal Weight 190 Kg 419 lbs Dimensions W x D x H 355 x 243 x 199 ~ 199 cm 1398"" x 957"" x 078"" ~ 078"" Security BIOS Administrator Password and User Password Protection Kensington Lock FingerPrint YES"
nan,Lenovo 5 14ALC05 AMD Ryzen™7 5700U 512 GB SSD 8GB 14'',https://www.daraz.com.np/products/lenovo-5-14alc05-amd-ryzen7-5700u-512-gb-ssd-8gb-14-i127928029-s1034934685.html?search=1,Brand  Lenovo Screen 14inch 1920 x 1080  touch matte Processor  AMD Ryzen 7 5700U Memory  8Gb Storage  512 GB SSD Connectivity  Wireless 6 Intel AX200 Bluetooth 50 Ports 3x USBA 31 gen 1 1x USBC gen with DP and power delivery HDMI 14b SD card reader headphonemic Battery  57 Wh 65 W USBC charger Size  322 mm or 1266” w x 212 mm or 834” d x 191 mm or 75” h Weight  140 kg 309 lb 33 kg 72 lbs power brick Extras  white backlit keyboard with NumPad 2x 2W stereo speakers HD webcam fingersensor in the power button
nan,"Acer Aspire 5 2021 11th Gen I3 / 4GB RAM / 1TB HDD / 15.6"" HD Display",https://www.daraz.com.np/products/acer-aspire-5-2021-11th-gen-i3-4gb-ram-1tb-hdd-156-hd-display-i123292076-s1033499206.html?search=1,CPU Intel® Core™ i31115G4 Processor 6M Cache 300 GHz to 410 GHz Operating System DOS Screen 156inch IPS LCD display ComfyView Inplane Switching IPS Technology HD 1280 x 720 pixels resolution Type Affordable budget laptop RAM 4GB Hard Drive 1TB HDD Storage Graphics Coprocessor Intel HD Wireless Intel Wireless WiFi 5 AX201 Bluetooth 42 Extensions 2 x USB 31 Gens 1 ports with one featuring poweroff USB charging 1 x USB 20 ports 1 x HDMI port with HDCP support 1 x 35 mm headphonespeaker jack supporting headsets with a builtin microphone 1 x Ethernet RJ45 port 1 x DCin jack for AC adapter Computer Memory DDR4 SDRAM Batteries 3cell 3220 MAH Weight 18Kg
nan,"Lenovo Ideapad 3 AMD Ryzen 3 5300U processor, 4GB RAM, 256 GB SSD, 14 FULL HD, Windows 10",https://www.daraz.com.np/products/lenovo-ideapad-3-amd-ryzen-3-5300u-processor-4gb-ram-256-gb-ssd-14-full-hd-windows-10-i121487301-s1033061476.html?search=1,14inch FHD Antiglare display with 1920 x 1080 screen resolution AMD Ryzen 3 5300U processor 4 GB DDR4 RAM system memory 256 GB Solid State Drive storage AMD Radeon graphics LAN Network WiFi Bluetooth connectivity Ports 2 x USB 30 1 x USB 20 HDMI Dual Microphone SD Card Reader Lithiumion battery
nan,"Dell Inspiron 3501 i5(1135G7)/8gb/256GB SSD 11th/15.6"" FHD/ irish Graphics/Win10 Laptop",https://www.daraz.com.np/products/dell-inspiron-3501-i51135g78gb256gb-ssd-11th156-fhd-irish-graphicswin10-laptop-i108625329-s1029314908.html?search=1,Intel Core TM i51135G7 11th Generation Processor 156inch FHD 1920 x 1080 Antiglare LED 256GB SSD IRISH Graphics Windows 10 Home OS 8GB DDR4 3200MHz RAM Available Color  Black 65 Watt AC Adapter 3Cell BatteryBrand New Laptop
nan,HP Laptop 240 G7 14 inch Display 10th Gen Intel Core i3 8GB RAM 256GB NVMe+500GB HDD SATA Windows 10 Pro 64-bit (Black),https://www.daraz.com.np/products/hp-laptop-240-g7-14-inch-display-10th-gen-intel-core-i3-8gb-ram-256gb-nvme500gb-hdd-sata-windows-10-pro-64-bit-black-i130100696-s1038001222.html?search=1,Processor Intel Core i3 HDD  256GB NVMe+500 GB SATA Display 14 inch FHD RAM  8GB OS  Windows 10 Pro 64bit Battery BATT 3C 41 Whr Long Life Brand New Laptop
nan,"Lenovo YOGA 6 13ABR8 2-IN-1 AMD Ryzen™ 5 7530U / 8GB Ram / 512GB SSD / Win 11 / TOUCHSCREEN / DARK TEAL Backlit Keyboard /r / 13.3"" WUXGA (1920x1200) Display Lenovo Digital Pen .69"" thin, 3.02 lbs..",https://www.daraz.com.np/products/lenovo-yoga-6-13abr8-2-in-1-amd-ryzen-5-7530u-8gb-ram-512gb-ssd-win-11-touchscreen-dark-teal-backlit-keyboard-r-133-wuxga-1920x1200-display-lenovo-digital-pen-69-thin-302-lbs-i129819143-s1037663529.html?search=1,"• AMD Ryzen™ 5 7530U processor • 8GB LPDDR4X4266MHz • 512GB PCIe NVMe SSD for secure login• 133"" WUXGA 1920x1200 Touchscreen Display• DARK TEAL Backlit Keyboard• Thin design 69"" Lightweight 302 lbs"
nan,"Lenovo IdeaPad Slim 3 13th Gen Intel Core I3 8GB RAM, 256GB SSD",https://www.daraz.com.np/products/lenovo-ideapad-slim-3-13th-gen-intel-core-i3-8gb-ram-256gb-ssd-i129651400-s1037547221.html?search=1,Processor 13th Gen Intel Core i3 – 1305U Graphics Integrated Intel UHD Graphics | Memory 8GB RAM DDR42666 Upgradable Up to 16GB | Storage 256 GB SSD Display 156″ FHD 1920×1080 | TN Technology Display | 250Nits Brightness | Anti Glare Design 4 side narrow bezel | 199 cm & 165 kg | Nonbacklit Keyboard | Connectivity WiFi 5 11ac | 2×2 | BT 50 Battery Life 3Cell 45Wh | Upto 6 Hours | Rapid Charge Up to 80% in 1 Hour || Audio 2x 15W Stereo Speakers | HD Audio | Dolby Audio Camera HD 720p with Privacy Shutter | Fixed Focus | Integrated Dual Array Microphone One year warranty against manufacturing defects
nan,"Dell Latitude 3340 i3 12th Gen 8GB Ram 512 GB SSD 14""inch FHD Display",https://www.daraz.com.np/products/dell-latitude-3340-i3-12th-gen-8gb-ram-512-gb-ssd-14inch-fhd-display-i129434477-s1037428748.html?search=1,Dell latitude 3340 i3 12th Gen 8GB Ram 256GB SSD 14”inch FHD display Processor – Core i31215U Ram – 8GB DDR4 3200Mhz SSD – 256 GB NVME Display – 133”inch Bag&Mouse including 1 Years warranty
nan,"Asus Zenbook Duo UX482 - 11th, i7, 16, SSD 1Tb, Dual Screen, 14: Nano Edge FHD LED + 2nd Touch Screen 12.6"", Nvidia MX450 2 GB, Windows 10, 2 years, Sleeve, Blue",https://www.daraz.com.np/products/asus-zenbook-duo-ux482-11th-i7-16-ssd-1tb-dual-screen-14-nano-edge-fhd-led-2nd-touch-screen-126-nvidia-mx450-2-gb-windows-10-2-years-sleeve-blue-i128948619-s1036906599.html?search=1,"Brand ASUS Processor Intel® Core™ i71165G7 Processor 28 GHz 12M Cache up to 47 GHz 4cores Graphics Intel® Iris Xe GraphicsNVIDIA® GeForce® MX4502GB GDDR6 Memory 16GB LPDDR4X on board Storage 1TB M2 NVMe™ PCIe® 30 SSD Display Touch screen140inchFHD 1920 x 1080 169IPSlevel PanelAntiglare displayLED Backlit400nitssRGB 100%Pantone ValidatedScreentobody ratio 93 %With stylus support ScreenPad™ Plus 1265"" 1920 x 515 IPSlevel Panel Support Stylus Operating System Windows 10 Networking Integrated WiFi 6 80211 ax 2×2 Bluetooth 50 Interface 1x USB 32 Gen 1 TypeA 1x USB 32 Gen 2 TypeA 1x USB 32 Gen 2 TypeC Micro SD card reader Battery 70WHrs 4S1P 4cell Liion Brand New Laptop"
nan,"Asus Vivobook X413Ja i3 10th Gen 4GB RAM 128GB SSD 14"" FHD Display",https://www.daraz.com.np/products/asus-vivobook-x413ja-i3-10th-gen-4gb-ram-128gb-ssd-14-fhd-display-i128230759-s1035383933.html?search=1,Asus VivoBook X413JA with 10th Gen Intel Core i31005G4 Processor 4GB DDR4 RAM 128GB SSD Storage Addition SATA HDD Slot available for storage expansion 14inch IPS display with FullHD resolution 16KG Weight 078inch thickness Brand New Laptop
nan,"Dell Latitude 3420 i5 11th Gen / 8GB RAM / 1TB HDD / 14"" HD Display / 3Years Warranty",https://www.daraz.com.np/products/dell-latitude-3420-i5-11th-gen-8gb-ram-1tb-hdd-14-hd-display-3years-warranty-i128230756-s1035387265.html?search=1,Brand new Dell Latitude 3420 with 11th gen Intel Core i51135G7 processor 8GB DDR4 RAM Expandable 1TB HDD Storage SSD Slot available for storage expansion 14inchdisplay HD 720p Webcam 152KG Weight 072inch thickness Dual speakers Comes with 3year warranty Brand New Laptop
nan,Lenovo ThinkPad P14 With i7 11th Gen Processor 14 Inch FHD IPS Display 16GB RAM 512GB ROM,https://www.daraz.com.np/products/lenovo-thinkpad-p14-with-i7-11th-gen-processor-14-inch-fhd-ips-display-16gb-ram-512gb-rom-i128220836-s1035359796.html?search=1,"ThinkPad Reliability tested on 12 MILSTD810H Methods and 22 Procedures | Body Material Aluminium top PC + ABS  Talc15 + magnesium alloy keyboard cover PA  50% GF bottomBuilt to withstand rugged usage and can handle accidental knocks drops and even spills Processor Intel Core i7 1165G7 processor 28 Ghz base clock 47 Ghz max boost clock 4Cores 12 MB L3 Cache | Memory 8GB Soldered DDR4 3200 MHz + 8GB SODIMM Upgradable upto 48GB dualchannel capable | Storage 512GB SSD M2 Operating System Preloaded Windows 11 Professional with Lifetime Validity Display 14"" FHD IPS Antiglare 300 nits 170° Viewing Angle with DC dimming | Graphics Integrated Graphics | Audio HD Audio Realtek ALC3287 codec Stereo speakers 2W x2 Dolby Audio | Supports up to 4 independent displays Certifications ANSYS Autodesk AutoCAD PTC Creo Bentley MicroStation Autodesk Revit Dassault SolidWorks | Additional Certificate RoHS compliant"
2070,"Razer Blade 15, i7 8TH GEN/ 16GB RAM/ 512GB SSD/ RTX 2070 / 15.6"" 144Hz",https://www.daraz.com.np/products/razer-blade-15-i7-8th-gen-16gb-ram-512gb-ssd-rtx-2070-156-144hz-i128014151-s1035052293.html?search=1,"CPU8th Gen Intel® Core™ i78750H processor 6Cores  12 Threads 22GHz  41GHz Base  Max Turbo 9MB Cache Graphic RTX 2070 MAXQ Screen156"" Full HD 144Hz 1920 x 1080 IPS 100% sRGB matte screen w 49mm bezel individually factory calibrated RAM16GB dualchannel DDR42667MHz Hard Drive512 GB PCIe KeyboardPer key RGB Powered by Razer Chroma™ NKey rollover keyboard TouchpadGlass touchpad Microsoft Precision Touchpad AudioBuiltin Stereo speakers 35mm headphonemicrophone combo port Builtin Array microphone Dolby® Atmos support 71 Codec support via HDMI WirelessIntel® WirelessAC 9560 IEEE 80211abgnac and Bluetooth® 5 connectivity Ports3x USB 31 Thunderbolt™ 3 USBC™ HDMI 20B audio and video output"
nan,"Acer Aspire 3 2023 13th Gen i3 / 4GB RAM / 256GB SSD / 14"" FHD Display",https://www.daraz.com.np/products/acer-aspire-3-2023-13th-gen-i3-4gb-ram-256gb-ssd-14-fhd-display-i128013132-s1035050891.html?search=1,Brand Acer Series Acer Aspire Series Product Model No Acer Aspire 3 A31436M34WH CPU  Processor Intel i3 13th gen Processor Core i3N305 processor Memory 4GB OnBoard DDR5 RAM Storage 256GB PCIe NVMe Gen3 SSD Graphic Card Intel UHD Graphics Display Screen  Design  Resolution 14inch IPS display Full HD 1920 x 1080 pixels resolution highbrightness Acer ComfyView LEDbacklit TFT LCD Camera Acer HD webcam 1280 x 720 resolution Operation System Windows 11 Home Audio & Video Speakers Network  Connectivity Technology 80211abgnac+ax wireless LAN Dual Band 24 GHz and 5 GHz 2x2 MUMIMO Technology Supports Bluetooth® 51 or above Interface 1x USB TypeC port supportingUSB 32 Gen 2 up to 10 GbpsDisplayPort over USBCUSB charging 5 V 3 ADCin port 19 V 45 W 2x USB Standard A ports supportingOne port for USB 32 Gen 1One port for USB 32 Gen 2 1x HDMI® 21 port with HDCP support 1x DCin jack for AC adapter 1x 35 mm headphonespeaker jack supporting headsets with builtin microphone Battery  Power Supply 40 Wh 3cell Liion battery Dimensions 3283 W x 21715 D x 180 H mm Weight 14kg
3060,Acer Predator Helios 300 I7 10Th Gen 8 Gb Ram/ 1 Tb Ssd/ Rtx 3060,https://www.daraz.com.np/products/acer-predator-helios-300-i7-10th-gen-8-gb-ram-1-tb-ssd-rtx-3060-i125803498-s1034096885.html?search=1,Brand Acer RAM 8 GB RAM ROMStorage 1 TB SSD RTX 3060 Processor Intel Core i7 Generation 10th
nan,"Acer Aspire 5 2021 A515-56-79ME I7 11th Gen / 16GB RAM / 512GB SSD / 15.6"" FHD Display",https://www.daraz.com.np/products/acer-aspire-5-2021-a515-56-79me-i7-11th-gen-16gb-ram-512gb-ssd-156-fhd-display-i123278988-s1033500135.html?search=1,BrandAcer CPU11th Generation Intel® Core™ i71165G7 Processor 12MB Cache up to 47 GHz Operating SystemFree DOS Screen156inch IPS Display FullHD 1920 x 1080 pixels resolution LEDbacklit Narrow Bezel Display TypeNotebook RAM16GB DDR4 Expandable up to 32GB Storage512GB NVME SSD Dedicated HDD slot for storage expansion Graphics CoprocessorIntel Iris Xe Graphics WirelessWireless WiFi 6 AX201 Bluetooth 50 USB Ports2 x USB 31 Gens 1 ports with one featuring poweroff USB charging 1 x USB 20 ports 1 x HDMI port with HDCP support 1 x 35 mm headphonespeaker jack supporting headsets with a builtin microphone 1 x Ethernet RJ45 port 1 x DCin jack for AC adapter Computer MemoryDDR4 SDRAM BatteriesLithium ion 12 hours Weight419 pounds
nan,Dell Vostro 3400 Core i5 11th Gen 8GB RAM 256GB SSD Integrated Graphics 14” FHD Display,https://www.daraz.com.np/products/dell-vostro-3400-core-i5-11th-gen-8gb-ram-256gb-ssd-integrated-graphics-14-fhd-display-i119084107-s1032604838.html?search=1,Processor 11th Generation Intel Core i51135G7 Processor 8MB Cache up to 42 GHz RAM 8GB DDR4 2666MHzExpandable up to 16GB Hard disk 256GB SSD HDD slot available GraphicsIntegrated Graphic Display114inch IPS display FullHD 1920 x 1080 pixels resolution Antiglare LED Backlight Nontouch Narrow Border WVA Display Audio 2 tuned speakers with Waves MaxxAudio Pro 1 combo headphonemicrophone jack Webcam 720p at 30 fps Battery 3 Cell 36 WattHours Integrated Port 1xUSB 201x HDMI 14 1x Ethernet RJ45 2x USB 32 Gen 1 1x Headset Jack Wireless Type 80211ac + wifi Size 33 x 24 x 2 cm Weight 164 Kg Inside Box content 1x Laptop 1x User manual and 1x Power Adaptor
nan,Dell Inspiron 15 5510 - i5-11320H | 8GB RAM | 512GB SSD | Intel Iris Xe | FHD,https://www.daraz.com.np/products/dell-inspiron-15-5510-i5-11320h-8gb-ram-512gb-ssd-intel-iris-xe-fhd-i129153907-s1037176614.html?search=1,156inch FHD 1920 x 1080 Antiglare LED Backlight NonTouch Narrow Border WVA Display 11th Generation Intel Core i511300H Processor 8MB Cache up to 44GHz 8GB 3200MHz DDR4  512 GB M2 PCIe NVMe SSD Intel Iris Xe Graphics with shared graphics memory Intel WiFi 6 2x2 Gig+ + Bluetooth 51
nan,Lenovo ideapad Slim 3 i3 1305U 8GB Ram 256 SSD 15.6 FHD,https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i3-1305u-8gb-ram-256-ssd-156-fhd-i129148530-s1037164467.html?search=1,ProcessorIntel Octa Core Processor CPU Speed 45 GHz Memory8GB RAM Storage256GB SSD Storage Capacity Display156 Inch FHD Display Size Touch Pad GraphicsIntel Integrated Graphic Card 2GB Graphics Memory Operating SystemWindows Operating System ConnectivityWIFI + Bluetooth Connectivity BatteryBattery Life of 15 Hours AC Adapter Included Camera610 MP Front Camera DesignTraditional Laptop Design Warranty1 Year Warranty
nan,"Acer Aspire 5 Core i5 13th Gen/8GB RAM/256GB SSD/15.6"" FHD/Win 11",https://www.daraz.com.np/products/acer-aspire-5-core-i5-13th-gen8gb-ram256gb-ssd156-fhdwin-11-i128910645-s1036846252.html?search=1,"Model NameA51558P574P CPU Intel® Core i51335U Processor 12 MB Smart Cache 13 GHz with Turbo Boost up to 47 GHz DDR4 or LPDDR4x Intel® Iris® Xe Graphics Operating System Windows 11 Home Memory 8 GB DDR4 Memory Storage 256GB PCIe NVMe SSD Screen 156"" Full HD 1920 x 1080 highbrightness Acer ComfyView LEDbacklit TFT LCD Graphics Onboard Graphics Intel Iris Xe Wireless Connectivity ""80211abgn+ax Bluetooth 52"" Camera HD TNR Camera Warranty 1 Year Mail in Warranty Battery Information 50Wh 3cell Liion battery Weight 17 KG Product Dimensions 361 W x 237 D x 179 H mm Power Supply 3pin 65W AC adapter Ports 2x TypeA USB 32 Gen1 HDMI 21 35mm headphonespeaker Audio Acer True Harmony technology"
nan,"Acer Aspire 5 / Ryzen7 5700U / 8GB RAM/512GB SSD / 15.6"" FHD / Win 11",https://www.daraz.com.np/products/acer-aspire-5-ryzen7-5700u-8gb-ram512gb-ssd-156-fhd-win-11-i128901120-s1036788904.html?search=1,Product Specification AMD Ryzen 7 5700U Processor Windows 10 Home 64bit AMD Radeon™ Graphics 156” FHD IPS LEDbacklit Narrow Bezel Display 8GB RAM Upgradable to maximum of 24GB RAM 512GB PCIe NVME SSD Bluetooth® 51 176kg WiFi 6 Builtin webcam Dimensions  3634 W x 2505 D x 1795 H mmInputs and outputs  2x USB 32 Gen 1 ports with one featuring poweroff USB charging 1x DCin jack for AC adapter 1x HDMI 20 port with HDCP support 1x Ethernet RJ45 port 1x Microphonein jack 1x USB 20 port 1x USB TypeC port USB 32 Gen 1 up to 5 Gbps Brand New Laptop
nan,Dell Vostro 3520 Intel Core i5 11th Generation - 8GB DDR4 RAM - 256GB SSD Storage - Intel Iris Xe Graphics - 15.6″ FHD Display - Black,https://www.daraz.com.np/products/dell-vostro-3520-intel-core-i5-11th-generation-8gb-ddr4-ram-256gb-ssd-storage-intel-iris-xe-graphics-156-fhd-display-black-i128841857-s1036788482.html?search=1,Model Dell Vostro 15 3520 i5 1235U | MX550 Processor Intel Core i5 1235U RAM 8GB DDR4 RAM Storage 512GB Display 156inch IPS display FullHD 1920 x 1080 Pixels
nan,Lenovo IdeaPad Slim 3 13th Gen 13420H Intel Core i5 – 8GB DDR5 RAM – 512GB NVMe SSD – Intel Iris Xe Graphics – 15.6″ FHD TN Display – Arctic Grey,https://www.daraz.com.np/products/lenovo-ideapad-slim-3-13th-gen-13420h-intel-core-i5-8gb-ddr5-ram-512gb-nvme-ssd-intel-iris-xe-graphics-156-fhd-tn-display-arctic-grey-i128839896-s1036796092.html?search=1,Processor 13th Gen Intel Core i5 – 13420H Graphics Integrated Intel UHD Graphics | Memory 8GB DDR5 RAM | Storage 512 GB PCLe NVMe SSD Display 156″ FHD 1920×1080 | TN Technology Display | 300 Nits Brightness | Anti Glare Design 4 side narrow bezel | 199 cm & 165 kg | Nonbacklit Keyboard | Connectivity WiFi 6 11ac | 2×2 | BT 51 Battery Life 3Cell 45Wh | Upto 6 Hours | Rapid Charge Up to 80% in 1 Hour || Audio 2x 15W Stereo Speakers | HD Audio | Dolby Audio Camera HD 720p with Privacy Shutter | Fixed Focus | Integrated Dual Array Microphone One year warranty against manufacturing defects
nan,"Dell Vostro 3400 i7 11th Gen/ 8GB Ram/ 512GB SSD/ 2GB Mx 330/ 14""FHD Display Laptop",https://www.daraz.com.np/products/dell-vostro-3400-i7-11th-gen-8gb-ram-512gb-ssd-2gb-mx-330-14fhd-display-laptop-i128234559-s1035385491.html?search=1,"Dell Vostro 3400 i7 11th Gen 8GB Ram 512GB SSD 2GB Mx 330 14""FHD Display Laptop"
nan,Dell Latitude 3420 With i7 11th Gen Processor 14 Inch FHD IPS Display 32GB RAM 512GB ROM,https://www.daraz.com.np/products/dell-latitude-3420-with-i7-11th-gen-processor-14-inch-fhd-ips-display-32gb-ram-512gb-rom-i128224628-s1035365230.html?search=1,"11th Generation Intel Core i7 1165G7 4 Core 12M Cache bas e 28 GHz up to 47 GHz M2 512GB PCIe NVMe Class 35 Solid State Drive 32GB 2x16GB DDR4 NonECC Windows 10 Pro Includes Windows 11 Pro License English French Spanish 14"" FHD 1920 x 1080 AG Embedded Touch 300 nits FHD+IR Camera wshutter & Microphone WLAN CY22 Intel Iris Xe Graphics"
nan,"Dell Vostro 3400 Core i5 11th Gen / 2GB Nvedia MX330 GFX/8GB RAM/ 256GB SSD+ 1 TB HDD/14"" Display",https://www.daraz.com.np/products/dell-vostro-3400-core-i5-11th-gen-2gb-nvedia-mx330-gfx8gb-ram-256gb-ssd-1-tb-hdd14-display-i128035963-s1035106377.html?search=1,Processor11th Generation Intel Core i51135G7 Processor RAM8GB DDR4 Graphics CardNVIDIA GeForce MX330 with 2GB GDDR5 graphics memory  Intel Iris Xe Graphics Storage256 GB SSD HDD slot also available Display14inch IPS display Full HD 1920 x 1080 pixels resolution Antiglare LED Backlight Wireless80211ac + wifi Battery3Cell 42 WattHours Integrated Camera Webcam720p Backlit Keyboard AudioWaves MaxxAudio Protuned speakers[2] 1 combo headphonemicrophone jack Ports1 USB 20 1 HDMI 14 1 Ethernet RJ45 2 USB 32 Gen 1 1 Headset Jack 1x wedgeshaped lock slot SD media card reader
nan,"Acer Aspire 3 2023 13th Gen i3 / 4GB RAM / 256GB SSD / 14"" FHD Display",https://www.daraz.com.np/products/acer-aspire-3-2023-13th-gen-i3-4gb-ram-256gb-ssd-14-fhd-display-i127912139-s1034918837.html?search=1,Brand new factorysealed Acer Aspire 3 2023 with 13th Gen Intel Core i3N305 processor Octacore 8core CPU 4GB DDR5 RAM 256GB SSD storage Has a dedicated HDD slot for storage expansion 14inch IPS display with FullHD 1920 x 1080 pixels resolution 40WHr battery 3x USB Ports 1x USB 32 1x USB 31 1x HDMI Port 14KG weight
